id,category,subcategory,address,subdivision,modified,neighborhood,lot_size,acres,year_built,style,heating,sqft,bedrooms,full_baths,half_baths
06008511205500000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:23:22 AM,206.002.A,,4.18,,,,,,,
06008511205550000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:39:14 AM,206.002.A,,3.75,,,,,,,
06008511205600000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:33:04 AM,206.002.A,,3.65,,,,,,,
06008511205650000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:33:47 AM,206.002.A,,6.35,,,,,,,
06008511205700000,RP,Non-Qualified Ag,NARROWS DR,LOOK OUT AT HEBGEN LAKE PH1,10/13/2020 11:30:46 AM,206.002.A,,7.19,,,,,,,
06008511301010000,RP,Residential Property,HEBGEN LAKE RD,LANDING AT HEBGEN LAKE,10/13/2020 11:37:05 AM,206.002.A,00,3.492,,,,,,,
06008511301050000,RP,Residential Property,HEBGEN LAKE RD,LANDING AT HEBGEN LAKE,10/13/2020 11:32:21 AM,206.002.A,00,3.154,,,,,,,
06008511301100000,RP,Residential Property,HEBGEN LAKE RD,LANDING AT HEBGEN LAKE,10/13/2020 11:27:40 AM,206.002.A,00,3.112,,,,,,,
06008511301156500,RP,Residential Property,HEBGEN LAKE RD,LANDING AT HEBGEN LAKE,10/13/2020 11:25:24 AM,206.002.A,00,7.922,,,,,,,
06008511302016500,RP,Residential Property,17184 HEBGEN LAKE RD,WATERSTONE ESTATES,10/13/2020 11:34:36 AM,206.002.W,00,10.572,,,,,,,
06008511302030000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:33:47 AM,206.002.W,00,0.601,,,,,,,
06008511303010000,RP,Government Property,,,10/13/2020 11:29:04 AM,206.002.W,,31.052,,,,,,,
06008511304010000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:35:36 AM,206.002.W,00,0.852,,,,,,,
06008511304040000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:32:39 AM,206.002.W,00,0.877,,,,,,,
06008511304070000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:28:35 AM,206.002.W,00,0.661,,,,,,,
06008511304100000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:30:32 AM,206.002.W,00,0.607,,,,,,,
06008511304130000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:27:14 AM,206.002.W,00,0.736,,,,,,,
06008511304160000,RP,Residential Property,,WATERSTONE ESTATES,10/13/2020 11:32:08 AM,206.002.W,00,0.703,,,,,,,
06008512101010000,RP,Agricultural and Timber Properties,,,10/13/2020 11:27:35 AM,206.002.W,,533.45,,,,,,,
